identifiers_isbn_10,identifiers_isbn_13,identifiers_openlibrary,links,url,number_of_pages,pagination,ebooks,subject_people,weight,subject_places,subject_times,key,cover_small,cover_medium,cover_large,by_statement,title,publish_date,table_of_contents,publish_places,subjects,authors,classifications_lc_classifications,excerpts,notes,subtitle,publishers,classifications,identifiers_librarything,identifiers_goodreads,identifiers_lccn,identifiers_oclc,cover,classifications_dewey_decimal_class,identifiers_amazon,identifiers_wikidata,identifiers_overdrive,identifiers_alibris_id,identifiers_google,identifiers_musicbrainz
0099745011,,OL18344350M,"{'title': ""The Handmaid's Tale - Wikipedia"", 'url': 'https://en.wikipedia.org/wiki/The_Handmaid%27s_Tale'}; {'title': 'sparknotes.com/lit/handmaid/', 'url': 'https://www.sparknotes.com/lit/handmaid/'}; {'title': 'Margaret Atwood: The Handmaid’s Tale feels real in 2019, but the solution won’t come from novels', 'url': 'http://theconversation.com/margaret-atwood-the-handmaids-tale-feels-real-in-2019-but-the-solution-wont-come-from-novels-112854'}; {'title': ""An analysis of The Handmaid's Tale by Margaret Atwood"", 'url': 'https://www.skyminds.net/analysis-handmaids-tale-by-margaret-atwood/'}; {'title': ""The Handmaid's Tale | Plot, Legacy, & Facts | Britannica.com"", 'url': 'https://www.britannica.com/topic/The-Handmaids-Tale-by-Atwood'}; {'title': 'VIAF ID: 186154411 (Work)', 'url': 'http://viaf.org/viaf/186154411'}; {'title': 'thegreatestbooks.org/items/1368', 'url': 'https://thegreatestbooks.org/items/1368'}",https://openlibrary.org/books/OL18344350M/The_Handmaid's_Tale,324.0,[5]-324 p.,,Margaret Atwood (1939-); Offred; Commanders; Rachel; Bilhah; Aunts; Handmaids; Marthas; Econowives; Moira; Serena Joy; Ofglen; Nick; Eyes of God; Luke; Professor Pieixoto,,Republic of Gilead; New England; United States of America; Canada; Jezebel's; Colonies,,/books/OL18344350M,https://covers.openlibrary.org/b/id/13246950-S.jpg,https://covers.openlibrary.org/b/id/13246950-M.jpg,https://covers.openlibrary.org/b/id/13246950-L.jpg,Margaret Atwood.,The Handmaid's Tale,1996,,London,"brothels; Canadian authors; Canadian fantasy fiction; Canadian fiction (fictional works by one author); Christian fundamentalism; Dystopian fiction; Dystopias; fantasy fiction; Fiction; Fiction, dystopian; Fiction, fantasy, general; handmaids; Large type books; Man-woman relationships; Man-woman relationships, fiction; military dictatorship; Misogyny; New York Times bestseller; nyt:e-book-fiction=2017-01-22; nyt:trade-fiction-paperback=2017-02-26; Old Testament; Political; political fiction; pregnancy; religious fanaticism; revolution; science fiction; Scrabble; Social aspects; theocracy; theonomy; totalitarianism; United States Congress; Women; Study guides; History and criticism; Handmaid's tale (Atwood, Margaret); Roman canadien de langue anglaise; Misogynie; collectionID:EanesChallenge; Romans, nouvelles; Femmes; collectionID:ConroeChallenge; FICTION / Dystopian; FICTION / Political; FICTION / Science Fiction; Teen fiction; World literature; Fiction subjects; Science fiction & fantasy; Comics & graphic novels, adaptations; Comics & graphic novels, literary; Comics & graphic novels, fantasy; Dystopian; Foreign relations; Neutrality; Long Now Manual for Civilization",Margaret Atwood,,"{'text': 'We slept in what had become the gymnasium.', 'comment': 'first sentence'}","Reduced in size from another Vintage edition published the same year.

RBSC copy: Original paperback with coloured illustrated cover.",,Vintage,,1667444,941644,,,,,,,,,,
0099745119,9780099745112,OL32366946M,,https://openlibrary.org/books/OL32366946M/Life_Before_Man,,,,,,,,/books/OL32366946M,https://covers.openlibrary.org/b/id/11016309-S.jpg,https://covers.openlibrary.org/b/id/11016309-M.jpg,https://covers.openlibrary.org/b/id/11016309-L.jpg,,Life Before Man,"Sep 26, 1996",,,"Fiction; Man-woman relationships; Married people; Middle-aged women; Women authors; Canadian fiction; Canadian fiction (fictional works by one author); Married people, fiction; Man-woman relationships, fiction; American literature; Dreierbeziehung",Margaret Atwood,,,,,Vintage,,,,,,,,,,,,,
0099746611,,OL17234991M,,https://openlibrary.org/books/OL17234991M/Bodily_harm,301.0,"301, [3] p. ([3] p. at end advertisements)",,,,Caribbean Area; Canada,,/books/OL17234991M,https://covers.openlibrary.org/b/id/13543318-S.jpg,https://covers.openlibrary.org/b/id/13543318-M.jpg,https://covers.openlibrary.org/b/id/13543318-L.jpg,Margaret Atwood.,Bodily harm,1996,,London,"Fiction; Revolutions; Canadians; Revolutions in fiction; Canadians in fiction; Caribbean Area in fiction; Women journalists; Women journalists in fiction; Canada in fiction; Travel; Canadian fiction; Women authors; Canadian fiction (fictional works by one author); Caribbean area, fiction; Canada, fiction; Women journalists, fiction; Large type books",Margaret Atwood,,,"Reduced in size from another Vintage edition published the same year.

RBSC copy: Original paperback with coloured illustrated cover.",,Vintage,,18559,319419,,,,,,,,,,
0099764814,9780099764816,OL32318767M,"{'title': ""The Handmaid's Tale - Wikipedia"", 'url': 'https://en.wikipedia.org/wiki/The_Handmaid%27s_Tale'}; {'title': 'sparknotes.com/lit/handmaid/', 'url': 'https://www.sparknotes.com/lit/handmaid/'}; {'title': 'Margaret Atwood: The Handmaid’s Tale feels real in 2019, but the solution won’t come from novels', 'url': 'http://theconversation.com/margaret-atwood-the-handmaids-tale-feels-real-in-2019-but-the-solution-wont-come-from-novels-112854'}; {'title': ""An analysis of The Handmaid's Tale by Margaret Atwood"", 'url': 'https://www.skyminds.net/analysis-handmaids-tale-by-margaret-atwood/'}; {'title': ""The Handmaid's Tale | Plot, Legacy, & Facts | Britannica.com"", 'url': 'https://www.britannica.com/topic/The-Handmaids-Tale-by-Atwood'}; {'title': 'VIAF ID: 186154411 (Work)', 'url': 'http://viaf.org/viaf/186154411'}; {'title': 'thegreatestbooks.org/items/1368', 'url': 'https://thegreatestbooks.org/items/1368'}",https://openlibrary.org/books/OL32318767M/The_Handmaid's_Tale,,,,Margaret Atwood (1939-); Offred; Commanders; Rachel; Bilhah; Aunts; Handmaids; Marthas; Econowives; Moira; Serena Joy; Ofglen; Nick; Eyes of God; Luke; Professor Pieixoto,,Republic of Gilead; New England; United States of America; Canada; Jezebel's; Colonies,,/books/OL32318767M,https://covers.openlibrary.org/b/id/10942414-S.jpg,https://covers.openlibrary.org/b/id/10942414-M.jpg,https://covers.openlibrary.org/b/id/10942414-L.jpg,,The Handmaid's Tale,,,,"brothels; Canadian authors; Canadian fantasy fiction; Canadian fiction (fictional works by one author); Christian fundamentalism; Dystopian fiction; Dystopias; fantasy fiction; Fiction; Fiction, dystopian; Fiction, fantasy, general; handmaids; Large type books; Man-woman relationships; Man-woman relationships, fiction; military dictatorship; Misogyny; New York Times bestseller; nyt:e-book-fiction=2017-01-22; nyt:trade-fiction-paperback=2017-02-26; Old Testament; Political; political fiction; pregnancy; religious fanaticism; revolution; science fiction; Scrabble; Social aspects; theocracy; theonomy; totalitarianism; United States Congress; Women; Study guides; History and criticism; Handmaid's tale (Atwood, Margaret); Roman canadien de langue anglaise; Misogynie; collectionID:EanesChallenge; Romans, nouvelles; Femmes; collectionID:ConroeChallenge; FICTION / Dystopian; FICTION / Political; FICTION / Science Fiction; Teen fiction; World literature; Fiction subjects; Science fiction & fantasy; Comics & graphic novels, adaptations; Comics & graphic novels, literary; Comics & graphic novels, fantasy; Dystopian; Foreign relations; Neutrality; Long Now Manual for Civilization",Margaret Atwood,,"{'text': 'We slept in what had become the gymnasium.', 'comment': 'first sentence'}",,,Vintage,,,,,,,,,,,,,
014400092X,,OL22757529M,,https://openlibrary.org/books/OL22757529M/The_Penelopiad,162.0,"xv, [1], 162, [2]  p.",,,,,,/books/OL22757529M,https://covers.openlibrary.org/b/id/13643768-S.jpg,https://covers.openlibrary.org/b/id/13643768-M.jpg,https://covers.openlibrary.org/b/id/13643768-L.jpg,Margaret Atwood.,The Penelopiad,2005,,New Delhi,"Penelope (Greek mythology); Odysseus (Greek mythology); Fiction; Canadian fiction (fictional works by one author); Pénélope (Mythologie grecque); Romans, nouvelles; Ulysse (Mythologie grecque); English literature; Fiction, general; Greece, fiction; Fiction, fantasy, general; feminist retelling; parallel novel",Margaret Atwood,,,"""For sale in the Indian Subcontinent only.""

Fisher copy: In original illustrated paper covers.",,Penguin Books,,,902784,,234087852,,,,,,,,
0195401697,,OL26290618M,,https://openlibrary.org/books/OL26290618M/The_journals_of_Susanna_Moodie,64.0,,"{'preview_url': 'https://archive.org/details/journalsofsusann00atwo', 'availability': 'borrow', 'formats': {}, 'borrow_url': 'https://openlibrary.org/books/OL26290618M/The_journals_of_Susanna_Moodie/borrow', 'checkedout': False}",Susanna Moodie (1803-1885),,Canada,,/books/OL26290618M,https://covers.openlibrary.org/b/id/12507533-S.jpg,https://covers.openlibrary.org/b/id/12507533-M.jpg,https://covers.openlibrary.org/b/id/12507533-L.jpg,,The journals of Susanna Moodie,1970,,Toronto,Poetry; Women pioneers; Women authors; Frontier and pioneer life; Artists' illustrated books; Vie des pionniers; Poesie; Pionnieres; Poetry (poetic works by one author); In literature; Pionniáeres; Poésie; Pionnières,Margaret Atwood,PR6051.T9 J6,,,,Oxford University Press,,,,70138296,93156,,,,,,,,
0195401751,,OL4688614M,,https://openlibrary.org/books/OL4688614M/Procedures_for_underground,79.0,79 p.,"{'preview_url': 'https://archive.org/details/proceduresforund0000atwo', 'availability': 'borrow', 'formats': {}, 'borrow_url': 'https://openlibrary.org/books/OL4688614M/Procedures_for_underground/borrow', 'checkedout': False}",,,,,/books/OL4688614M,https://covers.openlibrary.org/b/id/12510536-S.jpg,https://covers.openlibrary.org/b/id/12510536-M.jpg,https://covers.openlibrary.org/b/id/12510536-L.jpg,[by] Margaret Atwood.,Procedures for underground,1970,,Toronto,Canadian poetry; Poetry,Margaret Atwood,PR6051.T9 P7 1970b,,Poems.,,Oxford University Press,,1145126,2110604,77590347,161365,,811/.5/4,,,,,,
0195402235,,OL5249950M,,https://openlibrary.org/books/OL5249950M/You_are_happy,96.0,96 p. ;,"{'preview_url': 'https://archive.org/details/youarehappy0000atwo', 'availability': 'borrow', 'formats': {}, 'borrow_url': 'https://openlibrary.org/books/OL5249950M/You_are_happy/borrow', 'checkedout': False}",,,,,/books/OL5249950M,https://covers.openlibrary.org/b/id/12507564-S.jpg,https://covers.openlibrary.org/b/id/12507564-M.jpg,https://covers.openlibrary.org/b/id/12507564-L.jpg,Margaret Atwood.,You are happy,1974,,Toronto,Self-realization; Canadian poetry,Margaret Atwood,PR9199.3.A8 Y6 1974b,,Poems.,,Oxford University Press,,365870,1286891,75322436,1160255,,811/.5/4,,,,,,
0195402928,,OL21503195M,,https://openlibrary.org/books/OL21503195M/Two-headed_poems,112.0,112 p. ; 22 cm.,,,,,,/books/OL21503195M,https://covers.openlibrary.org/b/id/4408084-S.jpg,https://covers.openlibrary.org/b/id/4408084-M.jpg,https://covers.openlibrary.org/b/id/4408084-L.jpg,Margaret Atwood.,Two-headed poems,1978,,Toronto,Poetry; Canadian poetry; Women authors; Canadian women authors; Poetry (poetic works by one author),Margaret Atwood,PR9199.3.A8 T85,,6,,Oxford University Press,,3232186,1539057,79307110,4404609,,,,,,,,
0195404513,,OL2961819M,,https://openlibrary.org/books/OL2961819M/Interlunar,103.0,103 p. ;,"{'preview_url': 'https://archive.org/details/interlunar00marg', 'availability': 'borrow', 'formats': {}, 'borrow_url': 'https://openlibrary.org/books/OL2961819M/Interlunar/borrow', 'checkedout': False}",,,,,/books/OL2961819M,https://covers.openlibrary.org/b/id/12507531-S.jpg,https://covers.openlibrary.org/b/id/12507531-M.jpg,https://covers.openlibrary.org/b/id/12507531-L.jpg,Margaret Atwood.,Interlunar,1984,,Toronto,Interplanetary voyages,Margaret Atwood,PR9199.3.A8 I5 1984,,,,Oxford University Press,,365791,1537569,84206085,11185187,,811/.54,,,,,,
0195405617,,OL19761271M,,https://openlibrary.org/books/OL19761271M/Selected_poems_II,176.0,"viii, 176 p.",,,,,,/books/OL19761271M,https://covers.openlibrary.org/b/id/5492506-S.jpg,https://covers.openlibrary.org/b/id/5492506-M.jpg,https://covers.openlibrary.org/b/id/5492506-L.jpg,Margaret Atwood.,Selected poems II,1986,,"Toronto, Ont",Poetry (poetic works by one author),Margaret Atwood,PS8501.T96 A171986B,,"30242640 utlas

1",poems selected & new 1976-1986,Oxford University Press,,149014,859548,,15207898,,,,,,,,
019540808X,9780195408089,OL7393307M,,https://openlibrary.org/books/OL7393307M/Selected_Poems_1966-1984,320.0,,,,,,,/books/OL7393307M,,,,,"Selected Poems, 1966-1984",1990,,,Poetry (poetic works by one author),Margaret Atwood,,,,,Oxford University Press,,44004,336767,cn90094760,22119899,,,,,,,,
0195413512,,OL18093500M,,https://openlibrary.org/books/OL18093500M/Strange_things,,,,,,Canada; Northern Canada,,/books/OL18093500M,,,,Margaret Atwood.,Strange things,1995,,Oxford,"History and criticism; Gothic revival (Literature); Wilderness areas in literature; Myth in literature; Canadian Horror tales; National characteristics, Canadian, in literature; Evil in literature; Nature in literature; Canadian literature; In literature; Good and evil in literature; Canadian literature, history and criticism; Horror tales, history and criticism; Mythology in literature",Margaret Atwood,,,"Clarendon lectures in English literature, 1991.",the malevolent north in Canadian literature,Clarendon Press,,717293,1735366,,369522503,,,,,,,,
0198119763,9780198119760,OL7396311M,,https://openlibrary.org/books/OL7396311M/Strange_Things,160.0,,,,,Canada; Northern Canada,,/books/OL7396311M,https://covers.openlibrary.org/b/id/128524-S.jpg,https://covers.openlibrary.org/b/id/128524-M.jpg,https://covers.openlibrary.org/b/id/128524-L.jpg,,Strange Things,"January 18, 1996",,,"History and criticism; Gothic revival (Literature); Wilderness areas in literature; Myth in literature; Canadian Horror tales; National characteristics, Canadian, in literature; Evil in literature; Nature in literature; Canadian literature; In literature; Good and evil in literature; Canadian literature, history and criticism; Horror tales, history and criticism; Mythology in literature",Margaret Atwood,PR9185.2 .A95 1995; PR9185.2.A95 1995,,,The Malevolent North in Canadian Literature (Clarendon Lectures in English Literature),"Oxford University Press, USA",,717293,72585,95036179,33131952,,,,,,,,
0007305087,9780007305087,OL32318461M,,https://openlibrary.org/books/OL32318461M/Legends_Eleven_New_Works_by_the_Masters_of_Modern_Fantasy,,,,,,,,/books/OL32318461M,https://covers.openlibrary.org/b/id/10942099-S.jpg,https://covers.openlibrary.org/b/id/10942099-M.jpg,https://covers.openlibrary.org/b/id/10942099-L.jpg,,Legends : Eleven New Works by the Masters of Modern Fantasy,,,,,Robert Silverberg,,,Source title: Legends: Eleven New Works by the Masters of Modern Fantasy: v. 1,v. 1,,,,,,,,,,,,,,
,9780007385034,OL44136533M,,https://openlibrary.org/books/OL44136533M/Legends,,368,,,,,,/books/OL44136533M,,,,,Legends,2010,,,"Fiction, fantasy, general; Short stories; Fantasy fiction; English Fantasy fiction; American Fantasy fiction; Fiction",Robert Silverberg; Orson Scott Card; Stephen King; Robert Jordan,,,,"Discworld, Pern, Song of Ice and Fire, Memory, Sorrow and Thorn, Wheel of Time",HarperCollins Publishers Limited,,,,,,,,,,,,,
,9780060877408; 9780061798344; 9780060877392,OL24264761M,,https://openlibrary.org/books/OL24264761M/The_Unicorn_Girl,,,,,,,,/books/OL24264761M,https://covers.openlibrary.org/b/id/6413357-S.jpg,https://covers.openlibrary.org/b/id/6413357-M.jpg,https://covers.openlibrary.org/b/id/6413357-L.jpg,,The Unicorn Girl,2005,,New York,"Fiction; Acorna (Fictitious character); Abandoned children; Unicorns; Child abuse; Fiction, science fiction, general; Acorna (fictitious character), fiction; Fiction, fantasy, general; Fiction, general",Anne McCaffrey; Margaret Ball; Margaret Ball,,,,,HarperCollins,,,,,,,,,,C33458EE-D522-4460-82EF-A337543B4547,,,
,9780060877408; 9780061798344; 9780060877392,OL24264761M,,https://openlibrary.org/books/OL24264761M/The_Unicorn_Girl,,,,,,,,/books/OL24264761M,https://covers.openlibrary.org/b/id/6413357-S.jpg,https://covers.openlibrary.org/b/id/6413357-M.jpg,https://covers.openlibrary.org/b/id/6413357-L.jpg,,The Unicorn Girl,2005,,New York,"Fiction; Acorna (Fictitious character); Abandoned children; Unicorns; Child abuse; Fiction, science fiction, general; Acorna (fictitious character), fiction; Fiction, fantasy, general; Fiction, general",Anne McCaffrey; Margaret Ball; Margaret Ball,,,,,HarperCollins,,,,,,,,,,C33458EE-D522-4460-82EF-A337543B4547,,,
,9780060877538; 9780061807169; 9780060877521,OL24272855M,,https://openlibrary.org/books/OL24272855M/Acorna's_Quest,,,,,,,,/books/OL24272855M,https://covers.openlibrary.org/b/id/6422516-S.jpg,https://covers.openlibrary.org/b/id/6422516-M.jpg,https://covers.openlibrary.org/b/id/6422516-L.jpg,,Acorna's Quest,2005,,New York,"Fiction; Science Fiction; Fiction, science fiction, action & adventure; Acorna (fictitious character), fiction; Acorna (Fictitious character); Women; Young women; Life on other planets; Fantasy fiction; Unicorns; Fiction, fantasy, general; Fiction, fantasy, epic",Anne McCaffrey; Margaret Ball; Margaret Ball,,"{'text': ""Acorna's office in the Dehoney facility on Maganos Moon Base was far too full for her comfort, and the meeting had been going on so long that she was developing an alluring fantasy about escaping the comfort of the base for the freedom of a good planetside gallop-any planet, anywhere, just so it offered her clean firm earth to run on and a horizon very far away."", 'comment': '', 'first_sentence': True}; {'text': ""Acorna's office in the Dehoney facility on Maganos Moon Base was far too full for her comfort, and the meeting had been going on so long that she was developing an alluring fantasy about escaping the comfort of the base for the freedom of a good planetside gallop-any planet, anywhere, just so it offered her clean firm earth to run on and a horizon very far away."", 'comment': ''}",,,HarperCollins,,,,,,,,,,79E36ADA-BC1B-43BD-9964-EBAA743C0014,,,
